날짜,댓글,조회수,좋아요,싫어요
2020-10-27 23:38,이제 무조건 쓰리 고다 ,944,6,3
2021-05-12 11:44,이거,174,3,0
2020-11-15 16:47,답글 목표가별 달성 시점,463,1,1
2021-09-04 13:41,강윤성 기사를 보고 깜짝 놀랐음,696,1,5
2021-11-09 12:10,내일은 일단 쩜하 확정    거지 양아치   ,374,0,0
2022-03-21 09:36,짱깨전기 움직일려면,257,0,0
2022-06-17 13:44,이노텍 양전하네,193,1,1
2022-07-01 10:18,이쯤 돼면,175,1,0
2022-06-17 06:58,삼성전기는 그런데,189,1,0
2020-12-09 02:46,디데이   일전 준비하세요,677,0,1
2020-09-01 07:10,경축  코로나 확진자 급감,511,1,0
2021-05-12 11:25,이제,363,1,0
2021-01-18 10:33,  만원 공방전,307,1,1
2020-09-25 09:58,답글  삭제된 게시물의 답글 솔직히 다들  알   ,305,0,1
2021-03-15 07:44, 분기  실적  추정치가 계속 상승중  ,623,4,0
2022-03-29 13:26,개잡주  오른것도없는데 빠지네,366,2,0
2022-07-06 11:42,다들 기정사실화하고,315,4,2
2021-05-12 15:20,공매도 순기능 나오네,159,0,0
2020-12-14 14:33,쥐포 없다 ,543,1,1
2020-08-06 14:40,잡주안뇽,333,2,2
2022-06-09 15:23,공매친놈 어쩌냐,451,1,1
2021-05-18 11:24,외궈 놈들 그만 좀 팔아라      ,249,1,0
2022-07-11 10:12,모간 트레이딩,99,0,0
2021-01-11 11:58,추매들하셨습니까 ,398,1,2
2022-06-13 08:38,최대  조원 규모의 공급 계약을 체결했다   ,354,4,2
2021-10-28 10:51,매출이 사상 최대인데,398,4,2
2020-07-22 14:51,요즘 너나 나나 상가는데 삼기도 상가즈아   ,392,4,0
2022-06-02 11:25,증권사에서 좋다고 해놓고,354,1,0
2021-02-24 12:25,나닥 선물이 파랭이로 가니,288,0,2
2021-01-19 15:51,종가 입성  ,1067,4,1
2020-08-20 22:42,유대사기꾼넘들 오늘  개퍽락 할 거 같은   ,624,1,0
2021-05-13 14:31,딱 필라델피아 반도체 지수만큼 떨굼 ,190,1,1
2021-05-12 17:31,    전쟁은 난리도 아니였제,226,3,0
2022-06-17 13:40,염이사님만 믿고 버텨라    ,244,2,5
2021-05-20 16:48,이야 그래프만봐서는,426,0,0
2022-01-05 09:24,개관새끼들  똥이나  한사발  쳐먹어라,309,0,0
2021-02-02 06:25,  우리의 피같은 돈  해마다   조원    ,317,8,0
2022-03-14 12:05,연기금 미쳤나   파네,325,3,0
2021-05-27 09:15,mlcc가  분기 때 없어서 못 판다고    ,415,2,0
2021-02-10 14:45,차트가,1198,10,3
2021-10-28 09:53,외인기관 매수평단을 알면 정신차릴텐데,224,0,1
2021-07-16 12:12,힘내,480,0,0
2021-12-24 09:40,  만전기,426,1,0
2020-08-03 15:06,모건스탠리는,695,8,3
2021-08-11 10:39,콜 틱따기 포함에서 하따해  천 백 잘묵   ,404,0,2
2021-06-28 11:22,와 이런 코스닥 개잡주만도,408,7,0
2021-12-08 11:29,바겐세일 하루전인데 왜 지금 사지  ,469,1,0
2022-06-09 16:18,내일이면 알듯,316,4,0
2021-10-28 10:25,  역시  재밌네,229,1,0
2021-04-16 08:42,오늘종가       원이상,303,0,2
2020-06-16 17:21,연평도 포격때 사외 난리였지만,409,8,3
2020-11-27 10:40, 년주주입니다,695,4,1
2022-03-14 14:54,공매도 대장주,321,0,1
2022-04-27 13:58,실적발표하면,231,0,2
2022-04-25 15:41,내가  아는 한가지   ,426,2,0
2022-03-28 09:51,지루한거 싫으시면 신규진입금지   속터짐   ,382,0,0
2021-05-06 14:01,공매도,402,3,0
2021-02-26 15:57, 월  변동성  장세 수고 많으셨습니다,553,8,0
2020-08-14 11:47,한반기 기대하마 ,567,6,2
2022-06-10 14:11,OOO 자사주소각이건 특별배당이건,213,0,1
2020-09-22 09:58,제이피를 폭파해라,275,1,0
2022-06-17 13:58,여긴 공매도가 증가하고있어,279,2,1
2020-07-03 00:32,긴급속보  CHINA G  VIRUS     ,629,0,4
2020-12-23 13:10,고생해라 쩌리들   ,466,1,1
2021-12-13 05:38,주식을 전혀 몰라도 아이를 주식부자로     ,692,1,0
2021-02-16 12:47,난 삼성이랑 안 맞나봐,333,1,1
2021-12-16 13:24,신한,396,0,1
2022-01-06 11:24,비실비실    이게 무슨 삼성마크달고 자   ,441,3,1
2021-08-11 18:48,게시판 징징이들 많은거보니 바닥인가,385,2,1
2021-08-06 15:01,얘 와이라노        ,665,1,0
2022-01-29 06:21,답글 드럽게 말 많네,218,2,0
2021-05-13 19:38,내일은   만원대 가겠네요,253,4,0
2022-02-23 15:54,답글 공매도 비율이,493,1,0
2021-08-11 10:24,  일선 찍고 반등하는척,254,4,1
2022-05-27 05:47,돌리도,347,2,3
2021-07-02 08:27,삼성전기  MLCC로  잭팟  갈까 말레   ,742,4,1
2021-02-16 08:29,오늘 삼성전기    주 매수 들어갑니다 ,409,2,1
2021-03-10 23:27,자꾸 잘못했나싶네요 LG이노  ,691,3,0
2020-06-03 14:07,전자 반도 못가네      ,350,1,2
2022-05-10 11:19,아  차매수밖에 못했는데  아쉽다   ,359,1,3
2021-05-26 17:47,왜  주가는 지지부진 하지  ,462,1,0
2021-09-09 15:37,참나 오늘도 공매를   천주나 쳐 해먹었   ,454,2,2
2022-04-06 18:43, 월 MSCI 리밸런싱 일정 및 편입 편   ,403,0,1
2021-08-06 12:59,징하다 징해,679,2,0
2022-07-11 12:17,답글 삼성전기 선택은 옳았다,5,0,0
2021-03-25 15:22,저도 다시 주주됐네용  ,449,5,1
2022-04-05 13:22,약속의 시간이다,345,0,1
2022-05-30 11:17,속보 삼전기  분기 호실적 예상,521,2,2
2022-05-25 12:49,과연 이번에도,266,0,0
2020-12-12 22:12,코로나 펜데믹을 종식시킵시다 ,1119,0,4
2021-11-05 09:25,찢재명 곧 감빵간다,452,9,6
2021-10-27 15:18,       에 올려놓자,224,2,1
2021-07-05 13:47,이게 그 찌질한 삼성전기가 맞냐 ,395,4,0
2021-10-19 17:54,집팔고 풀매수다,715,8,6
2020-12-08 10:55,Yageo   월실적,672,7,1
2022-03-10 13:26,기관 공매도 지리네,220,2,0
2020-08-20 15:38,이또한 시장의 평가라면 받아 들여야죠,569,12,0
2020-12-04 10:51,    년 바닥에서 상승이   년만에,639,1,1
2021-05-12 16:00,연기금,257,5,0
2022-04-06 14:53,징글징글하다,486,4,3
2020-11-26 10:39,개옵션 개장난에   개가두리,410,1,4
2020-10-24 16:26,라임 옵티머스사건도 피해자는 있어도 가해   ,715,1,2
2022-07-11 10:55,더러운 개잡주를 탄 잘못이지,92,0,1
2021-10-01 12:05,그냥     빼라  히브랄,208,2,1
2022-07-06 09:36,계속 현금화하라고 사회운동을 펼치는 이유,217,1,2
2021-05-03 15:05,답글  삭제된 게시물의 답글 드디어 문재인정부   ,238,0,0
2021-04-23 10:16,뛸준비해라,476,2,2
2021-05-13 09:43,  만에 차매수감사합니다,223,2,0
2021-10-29 09:19, 틀을 못가네,289,1,0
2022-05-26 10:01,     다른종목들은 날아다니는데    ,358,1,1
2021-08-19 14:01,골로가는군   ,455,2,0
2022-03-14 23:17,   eric    ,256,0,0
2020-06-10 13:30,평단       무한존버 달린다,672,5,4
2021-01-28 19:49,증권가에서 우리 삼기를 보는 시선,949,6,2
2021-04-09 13:52,참 니미랄 주식    참 오를때는 안 오   ,389,7,0
2021-07-14 05:23,미증시  폭락,709,1,10
2021-08-31 14:04,종가       ,296,4,0
2021-04-22 14:35,아니 삼전기 잘가고있는거 아님 ,916,6,4
2020-10-26 10:27,홍남기해임서명운동                ,373,2,0
2021-05-19 20:54,금융위기 발생 돔황챠   ,443,2,2
2020-07-30 10:37,이번준 매매 줄이고 자겁이나 할가합니다,442,0,3
2022-02-07 17:05,월봉보면,435,0,1
2021-10-23 16:38,삼성전기 분석 좋네유,741,0,0
2022-02-24 12:11,삼성전기 상승은 다음날하락을위한   ,297,1,1
2021-11-29 09:28,주식 명언,493,5,0
2021-07-05 14:46,이순간 내가 매도하면,327,0,0
2021-10-01 11:04,주봉   선도 시원하게 깨버리네,352,2,0
2021-02-16 10:21,원기옥 쏠려나 겁나 무겁네,343,1,0
2022-03-25 09:56,에 휴   개똥주  여,322,2,1
2021-08-20 07:59,답글  삭제된 게시물의 답글   만원은   월   ,305,2,0
2022-01-18 09:32,경쟁사 문닫았다,615,2,2
2021-08-05 09:14,살살 뚫을 준비허지    ,338,1,0
2022-05-27 15:35,씨 씨  씨 아 정말 너무한다,558,4,1
2020-11-27 10:41,잘 먹고 갑니다,365,5,1
2021-02-26 14:46,버티세요,358,1,1
2020-12-03 15:58,어제 오늘 지수  포인트상승하는데,636,3,3
2021-11-10 12:15,암걸린주식,290,0,1
2020-12-10 22:09,머가 문제임 ,305,2,1
2022-06-17 12:10,기관들은 공매도로 돈엄청 벌고,168,2,1
2021-06-08 12:03,중국발 mlcc 생산기사 ,751,3,0
2020-12-01 12:17,  층오면  ,781,3,3
2021-08-05 09:44, 천억 매도 된거 같은데,365,1,0
2021-11-01 22:57,염블리 말씀,776,0,8
2022-01-05 10:59,시벌  개관 OOO이 나라를 앙치는구나,324,2,0
2020-11-01 10:53,호구 개미 ,819,1,4
2022-02-14 15:47,주봉을보면  주전에 이 개잡주를샀으면 얼   ,530,10,0
2020-08-10 15:07,방금          주 한방에매수      ,692,1,2
