날짜,댓글,조회수,좋아요,싫어요
2022-06-07 14:54,뭐지  한번에  천주 산사람  ,358,2,1
2022-01-07 10:39,오래가겠다   개미들때문에,236,0,1
2021-06-14 01:14,중국,779,1,3
2022-06-22 15:17,코로나 써킷때도     빠진적 없는데  ,168,0,0
2020-07-01 10:19,투신 외국인조금 던졌고,247,3,0
2022-03-30 10:13,얼런 팔아라,646,7,3
2022-01-06 12:57,개잡주 ,275,1,3
2021-03-10 22:05,형님덜  진지합니다,465,9,0
2020-10-22 02:04,거의 모든 화장품 주가 올랐다,237,2,0
2021-01-21 16:05,마스크 벗는날 언제오누,342,3,0
2021-02-03 19:54,곧  만원간다,473,4,3
2020-07-13 14:00, 쩌어어기 꼭대기 다시갈거라생각하는사람손   ,417,0,0
2022-02-10 16:28,홍진경 매도한 날부터 꾸준히 샀다,445,2,1
2020-10-29 12:05, 자여기떡좀가져왔습니다 맛나게드세요 하는   ,193,1,0
2022-05-25 07:52,中 상하이  봉쇄   일만에 지하철 노선   ,234,2,1
2020-06-30 12:29,        ,194,0,0
2020-08-22 17:23,결국,333,7,3
2021-10-13 17:59,  마넌   마넌 신나는노래,160,0,2
2022-04-12 12:54,아직 안까였냐고,180,1,0
2020-07-30 17:58,한중   일 칭다오서 경제공동위 시진핑    ,836,17,2
2022-01-28 15:32,장막판에 말아 내리네   불안하게,210,1,5
2021-09-10 10:19,상한가를 가도 본전에 못 미치네,105,0,0
2020-11-27 21:17,뉴스나온다,233,2,1
2021-09-27 09:59,센타장님 ,176,4,0
2020-06-16 16:14,북한 애들이 세력이다 이 넘들에게 주식시   ,200,1,0
2021-07-29 12:55,화장품계의 셀트리온이구만  ,266,2,0
2020-06-15 12:01,이회사  ,189,1,0
2022-05-17 09:29,아정말,107,1,0
2020-11-09 20:09,서경배과학재단  만원대 다던졌다,209,0,0
2021-09-01 08:46,오늘 다시 공매도   프로로 조지기 돌입,313,0,1
2021-04-11 23:12,팔고 짜져,285,4,0
2021-04-25 07:22,아모레퍼시픽 수급이 좋네요 ,241,1,0
2020-10-28 20:26,아모레퍼시픽의 추락,392,6,1
2021-10-13 12:00,얼른   만원으로,219,4,2
2021-02-18 13:57,아모레퍼시픽 한율  모바일 농장경영 게임   ,219,0,0
2022-04-29 08:46,기대감으로 오르는게,115,1,0
2021-07-06 11:42,답글 아무래도 안오를것 같다,55,0,0
2022-05-09 14:11,진짜 넘 한 거 아니냐,317,2,1
2021-09-09 13:40,내인생,120,0,0
2022-03-29 10:06,화장품주 오늘부터 상승랠리 시작이에요  ,272,4,0
2020-09-17 22:41,아모레,840,3,2
2020-06-17 14:56,하늘은 퍼렇게 강물도 퍼렇게,174,2,1
2022-05-31 20:47,차트상 일단       원까지는  ,213,0,0
2020-06-12 09:04,      원 가겟지 ,279,0,1
2022-07-08 12:28, 지금은없는데 예전엔 테마주정리있었는데 ,130,0,0
2021-02-17 09:38, 어제 최고관심받았던 제약바이오종목 관련   ,232,0,0
2021-10-09 16:10,무슨 말이 이리 많음,283,0,0
2022-01-21 09:59,장안좋을때 오르는 아모레,289,5,1
2020-09-16 00:35,오늘 진입했습니다  ,333,5,1
2020-06-03 10:09,과연,198,0,0
2022-04-29 10:22,오후에 확치고 올랏뿌리라,131,0,2
2022-05-03 10:15,왜 엉터리 같은 저녀석말 맞는거야 ,158,1,0
2021-12-21 21:00,편백나무 피톤치드가 답이다 ,159,0,0
2021-07-01 14:07,긴급속보,160,0,0
2020-12-09 10:03, 차   만원까지 보고 있는데 괜찮나여 ,272,0,0
2020-12-09 13:18, 틱당,320,0,0
2020-07-10 14:10,어디까지가나 ,184,1,1
2021-08-24 10:08,속지마라 골로가데잉,423,1,2
2022-07-04 18:27,  억중국시장 버리고   억 외국시장 얻   ,256,3,27
2022-06-22 09:30,       아   놔,153,0,0
2021-09-09 12:15,형이 개미들을 위해 해본다 ,99,2,0
2021-10-06 11:29,기사진짜 개웃기네  니가쳤지공매도,184,1,2
2021-12-15 21:01,좋다고 침 흘리지 말고,120,0,1
2020-08-18 11:40,외국놈 믿다가 새된다,193,3,0
2022-02-16 21:55,한국 증시가 Msci 선진국 지수에 편입   ,245,0,2
2022-07-04 12:07,세계 증시가 대세하락 하고 있는데    ,183,1,8
2022-04-05 15:28,앗      더사야 해 마스크해제발표     ,400,1,2
2022-04-11 09:16,아모레도 좋지만,272,2,0
2020-06-22 10:32,토껴,307,4,1
2021-07-28 12:44,실적 존망,637,3,3
2022-06-16 17:02,가격을 보고있자니,195,6,0
2021-09-09 15:46,나 진짜 암울해 아모레퍼시픽,495,6,1
2020-06-11 09:04,양봉만들어놔라,111,0,2
2021-10-19 22:11,아모레퍼시픽,451,0,1
2021-05-26 17:25,오늘은,234,0,0
2020-08-18 10:35,여기 누가,165,1,0
2022-04-11 09:29,아모레 주주님들,362,0,1
2022-03-18 17:40,  매일 내리면서  매날 시외는  왜 비   ,252,4,1
2021-06-09 09:28,해외여행도 허용 뉴스뜨는디,425,1,0
2021-10-27 15:42,언제가 실적발표인가요  ,442,0,0
2020-06-17 17:22,아 내가 이거 왜 샀을까   ,680,2,3
2020-07-10 20:58,      에 오늘 줍줍,580,2,3
2021-12-30 10:14,간다   니네끼리 싸우면서 똥줄타라,137,0,1
2022-06-30 20:47,애국심없는 주주들,242,2,16
2021-05-27 11:34,오늘  천원만 내려라,293,0,1
2022-01-12 22:11,어휴 베이징 동계올림픽 불참,219,2,3
2021-07-01 13:54,이런추세면,121,1,0
2020-09-08 13:12,중국 코로나 종식 선언,171,0,0
2021-07-27 09:33,게임스탑처럼 아모레도 공매 이길 순 없나   ,655,4,0
2022-05-09 15:42,나스닥    폭락할때,464,0,0
2021-09-08 14:55, 분기 어닝쇼크 확정이네요,199,1,0
2020-10-09 03:13,시진핑온다 분할매수접근,433,2,5
2022-04-25 23:14,이번주말쯤,403,4,1
2021-07-29 09:23,여긴 안돼   ,122,0,0
2021-11-18 11:23,아모레도 빨리 메타버스하자,89,0,0
2021-09-08 15:29,야  느그때매  우리도 떨어지잖아,127,0,0
2022-03-21 08:50,설화수 주총때 샘플 줬음 좋겠다,101,0,0
2020-07-15 11:17,아몰라파시픽 ,180,0,1
2022-05-17 18:33,덕유산에서 내려 왔습니다,131,2,1
2021-09-08 09:45,올리는데  일 내리는데   분,172,6,0
2022-05-20 10:28,세력 넌 사람새끼도 아니다,215,5,0
2021-07-25 16:03,흥보가 기가막혀 ,497,5,3
2020-09-22 11:30,영업이익이     토막 난 쓰레기 회사    ,252,1,0
2021-11-30 13:00,전저점 까지 뚫은거 봐서,367,3,1
2021-06-30 15:11,답글 월봉 보면,162,0,0
2021-05-25 11:08,한미정상회담후 중국이 급해졌다,505,2,1
2020-09-28 22:28,올해 시진핑 방한시 수혜주 정리,693,1,0
2022-06-22 09:45,공매도여 좀 더 힘껏 밀어라,79,1,0
2021-02-03 18:28,삼성전기,251,6,0
2022-05-25 11:21,생건에서 왔어요,322,5,2
2022-02-24 20:17,러시아 우크라이나 침공,202,1,2
2021-11-30 13:52,흥보가 기가막혀  흥보가 기가막혀    ,312,3,0
2021-02-03 11:22,종가  퍼 실적발표후 내일    퍼,211,1,5
2021-10-30 14:40,과거를보면 미래를 대략예측을할수있고,342,4,3
2022-05-17 11:51,한동훈 대머리형 거시기를 작전세력 깜에    ,87,0,0
2022-03-19 21:26,월요일날       원에서,289,4,2
2021-10-07 10:17,형들,111,0,0
2021-09-09 09:36,요즘   급락  주식   허벌나게       ,202,0,0
2020-06-28 00:15,외인,397,3,1
2020-12-23 15:12,코스피는  프로넘게 오르는데 ,242,1,1
2021-09-08 17:48,시외 얼마임 ,456,0,0
2021-09-13 12:35,  만밑으로 빠진다 지금사도      손   ,350,0,3
2020-07-01 10:26,자   시까지 시초가 까지만 밀자    ,216,0,0
2022-03-16 10:09,속보   최대한 빠르게 사드설치 할 것,294,4,3
2022-05-26 14:04,내일  ,164,2,1
2021-07-01 09:43,와 시발 공포영화보다 더 무섭네,268,7,0
2021-07-23 11:30,당분간 사지도 팔지도 맙시다 ,366,5,0
2020-06-12 08:02,미증시 이빠이 폭락후 미선이가,335,3,0
2022-03-13 17:40,답글  삭제된 게시물의 답글 화장품주 지금 부   ,195,2,1
2022-01-06 10:20,어차피 아모레도,179,2,2
2020-07-13 09:58,왜 뉴스 안뜨는거요 ,287,0,0
2020-06-12 11:37,토론내용들을보면,408,4,4
2021-07-25 16:17,답글 흥보가 기가막혀 ,288,1,5
2021-06-17 23:46,호재 예상,572,0,0
2022-06-24 15:58,아 홀애비들 밑천을 갈아먹는 애널 뒷구멍   ,307,5,3
2022-06-22 09:26,오늘 물타도 될까요    ,413,4,0
2022-07-06 08:55,동시호가 느낌좋다,465,2,3
2022-02-09 14:57,월급날에는,152,0,0
2020-07-02 10:53,따라붙지는 마시고,386,3,1
