날짜,댓글,조회수,좋아요,싫어요
2022-02-12 19:37,답글   백신접종   면역력악화 확진자 증가    ,268,4,1
2021-09-10 15:22,와    프로 상한가,421,8,1
2022-04-11 09:09,     오면 산다,275,3,1
2021-02-16 15:31, 월을기다린다,442,4,5
2021-04-28 10:49,홀딩해야하는 이유,221,2,1
2021-07-13 15:26,좋아는거봐라  그러니 닭대가리지  쯧 ,366,4,0
2021-08-31 09:05,프로그램 조작 이재용의 똥 싼물  ,146,9,0
2021-04-06 16:11,서울 재건축 재개발 리모델링 삼성물산 싹   ,483,13,1
2020-07-22 10:49,애널 매수리포트 나왔다  조심해라 ,399,8,1
2021-03-19 10:01,진짜 약올라 미치겠다,331,1,0
2020-10-26 15:29,우리 아부지  만원대 삼천주 이상 사두셨   ,392,1,0
2022-02-18 09:12,재판 다 끝나지도 않았는데 사면얘기 하는   ,276,3,2
2022-01-04 14:21,답글 esay 아들이니 ,148,1,1
2020-12-14 09:32,주총깽판,314,5,0
2021-01-04 13:01,올해 목표가   만원이상,414,5,4
2021-01-13 15:40,다시    물산으로,615,11,1
2020-10-26 10:22,  죠 내놓으쉐요,194,0,0
2021-01-26 16:00,토론방 보면 주주들 지친게 보인다,344,6,3
2020-10-30 17:39,답글  삭제된 게시물의 답글 시외 아무반응도    ,206,0,0
2022-03-10 20:34,매일경제 이가람 기자님 고맙습니다   많   ,423,27,0
2021-11-09 23:41,요소수 수입 되면  ,456,2,10
2020-12-30 14:36,오우    ,278,0,6
2021-04-22 13:34,개미들만 병진이라고 말하는 이재용       ,233,2,5
2021-05-15 05:08,현금확보 작전,746,2,1
2021-08-18 21:30,현대건설  배 갈동안 넌 뭐했니,426,5,2
2020-12-22 20:06,느낌이 옵니다    느낌이,358,6,1
2021-12-01 08:42,오늘은 얼마 떨어질까       ,116,1,0
2020-10-27 10:12,너만,150,0,0
2020-08-13 13:08,주당   만원은 가줘야    그동안 한맺   ,544,19,0
2021-01-28 14:03,모건이 물량 계속 나온다,236,3,0
2020-06-15 11:32,삼성물산이 삼성지주사나 마찬가지다,340,7,0
2021-05-12 12:57,헐  똥덩어리가 유혹하네,207,3,0
2021-02-17 14:43,백억,211,2,0
2020-08-18 14:42,개시판,170,3,1
2020-06-24 14:56,삼물을 삼바로 생각해라 ,644,4,13
2020-09-24 10:46, 재룡아,104,6,0
2020-10-26 10:37,감사합니다   회장님,237,1,0
2021-10-01 06:01,하락시작이다,428,2,2
2021-02-23 10:36,답글 평단     인데 손절해야할까요   ,163,1,0
2021-01-25 14:13,역시  잡주,149,4,0
2022-06-16 19:17,     년중반대비 공매도 배에서  배폭   ,167,1,1
2021-03-30 17:58,내일 기대 된다,276,2,3
2021-03-30 15:09,세력들이 대만공항 수주한거 알고,710,5,0
2021-02-01 13:11,개 수모   개 수치스럼,222,2,2
2021-09-15 13:50,Nigimi C  Zot,210,5,1
2020-06-11 16:16,최서원 판결중,403,7,4
2020-10-25 13:35,재용이는 어떡하니 ,554,2,3
2021-05-12 13:22,올장  퍼 하락인데,225,0,0
2022-01-19 22:37,부럽네,227,1,0
2022-06-24 15:31,에이그,213,1,0
2021-11-30 15:06,머선일이고 ,116,0,1
2020-10-25 10:53,최근에 CS증원이 계속사더라   ,435,5,0
2021-06-28 08:50,한   조는 수주 해야    오릅니다     ,277,4,1
2021-03-19 12:52,합병사기꾼 돼지샤키 이영호 연봉   억    ,271,9,1
2020-11-19 20:02,답글  삭제된 게시물의 답글 유럽 개폭락중,256,2,0
2021-08-06 15:47,삼물 배당     원,943,11,4
2021-02-05 09:19,수박은 안돌렸나보내   ,152,3,0
2021-06-14 14:46,가자,284,3,0
2021-07-07 14:39, 주 ,439,1,0
2021-01-08 14:12,이재용 무죄에요  ,203,0,1
2021-07-27 09:30,오늘은 삼증에서 주가 관리를 안하네요     ,248,2,0
2020-07-29 09:39,오늘도,174,4,0
2021-09-09 12:31,지수빠지는날에는 꼬박꼬박빠지고  ,126,5,0
2021-04-28 11:25,장끝나고  분기 실적발표,214,1,1
2020-10-26 15:39,와 양키들 냄새맡았네,709,0,0
2021-04-01 15:39,   ,265,4,0
2021-09-13 09:42,허매도 깔아놓고 버티는거봐라,231,1,0
2022-03-11 18:19,삼성전자 이사회 교체안에 국민연금  무더   ,418,25,2
2021-05-20 05:05,확실한사실,508,2,13
2021-12-16 08:00, 사람들은 상황을믿는단거지 본질을믿는단게   ,140,0,0
2020-10-30 10:19,뭐하니  빨리 상가자    ,170,7,0
2021-05-03 10:28,에이 정리했다   ,248,8,1
2020-12-09 10:59,답글 공정경제  법에도 꿈쩍을 안 하는구나     ,159,1,0
2021-08-12 12:37,답글 재용이,96,0,0
2020-11-24 14:39,삼 바 삼바 삼 바 ,259,1,0
2022-04-19 15:42,인프라사업만 따면 간다 ,198,5,0
2020-06-01 08:58,시초가 쩜하,448,6,1
2021-01-21 14:11,공매도 폐지 청원 얼마 안남았습니다,227,2,0
2020-10-28 09:11,수익실현후 매도해라 했는데  욕심 ,217,0,1
2022-06-29 13:58,거래량이 터지고 수급이 좋으니,357,4,0
2021-06-18 11:50,오늘도 비오는데,204,3,0
2020-08-14 09:33,답글  삭제된 게시물의 답글 대박진단 삼성물산   ,88,0,0
2020-11-09 09:54,드래곤 같은 소리하네 하는 짓은 멍멍 시   ,193,5,2
