날짜,댓글,조회수,좋아요,싫어요
2020-09-29 09:21,방탄하고 넷마블일반주주하고는,343,5,1
2021-01-26 09:13,  만원대에서 조정줄 때마다 나는 계속    ,141,0,0
2021-01-22 13:14,오늘 매수는 최저 바닥에서 매수하는거다    ,220,0,0
2020-11-11 16:09,넷마블 실적 형편없네요,423,0,3
2021-01-13 08:48,예전에 넷마블 입사했었는데,477,3,1
2021-11-24 09:00,게임주 다올라도 애는 안오른다,113,0,0
2021-08-25 17:03,뭐냐,171,1,0
2020-08-07 10:18,실적   대박        ,355,6,1
2020-09-10 12:58,이래서 한증은 하기싫은거야   ,141,1,0
2021-06-12 01:35,오늘 자는 잠이 마지막 꿀잠이라고 생각해   ,476,1,9
2021-02-18 13:05,나가죽자 넷마블,82,0,0
2020-08-07 09:27,외인은 또 팔고자뻐졌네,129,0,0
2021-04-18 17:59,카카오뱅크  월달에 상장  ,360,5,1
2020-08-12 17:52,며칠전시외하고다르다  지금은  실적 대박   ,322,1,0
2020-12-14 09:51,넷마블 안전자산이야,214,1,3
2020-08-07 20:25,이걸   만원대 들어간사람 제정신이냐  ,667,2,3
2021-09-09 10:15,호재에도 떨어지네   ,130,0,3
2021-01-11 15:14,jang   아저씨 하나만 물어보자,131,0,0
2020-10-14 09:56,어제 들어오고싶어서 정찰대로  주삼      ,439,2,1
2020-09-04 10:46,가장 확실한 방법 대여 거래 해지로 공매   ,135,0,0
2020-10-08 20:39,기술적 반등자리 확정,326,3,2
2021-06-28 10:57,팩트  주웠다간 골로간다,81,2,0
2021-02-10 16:33,시외       원중,361,6,3
2022-07-05 14:42,오늘 카카오주들도 폭등하는데,142,2,0
2022-04-25 09:35,넷마블주가,127,3,0
2020-07-08 15:20,  개잡주전문가입니다   아마도 오늘부터   ,146,0,1
2021-01-11 14:57,게임때문에 여기모이신분들 안타깝습니다,369,1,9
2021-06-02 14:53,장난치지말고 어제주가로 되돌려놔라   ,140,2,0
2020-11-24 10:39,코스피 살리려면 공매도 폐지만이 답이다,119,0,0
2020-07-14 12:37,디피씨에서 왔다,358,1,0
2020-12-12 13:18,컨택넘올랏고  현상황은  코로나  대우행   ,342,6,1
2020-10-30 09:08,상장폐지해라,105,1,0
2020-09-25 09:49,답글 왜떨어지느나면,90,0,0
2020-09-28 11:51,쓰레기   종목이 되버림 ,158,0,1
2020-10-19 16:04,  만 백원에    주  ,744,1,1
2021-11-16 11:41,오늘도 털린사람 바이바이,159,2,1
2020-12-30 12:54,  월   일   시 기준 세나  구글    ,257,2,0
2020-10-13 09:20,빌보드  위에서 더 올라갈곳이 있나요 ,144,0,1
2020-10-23 14:01,예측성공,138,0,0
2020-09-22 13:24,야  ,237,1,0
2021-01-19 09:13,올라가야될 길목에,143,1,1
2022-05-19 10:14,역사상 저점이다  ,115,2,1
2020-07-20 23:58,슬슬 가야하지않나 ,332,0,3
2020-10-07 13:15,증거금 돌려 받는다고 넷마블 살까 ,344,2,1
2021-06-22 23:19,진짜 답없는 회사,157,0,0
2021-01-04 17:55,코스피     시대에,241,7,1
2021-01-07 15:42,오늘 매매 동향,415,13,1
2021-03-23 12:11,박영선 관련주,223,0,4
2020-10-29 05:08,평단  만원  주  너무힘드네요,249,0,0
2020-11-25 08:46,이렇게 좋은장에서 돈못번다고 친구한테 ,230,8,1
2021-06-06 15:59,넷마블 본격적인 상승은     일 부터,582,10,4
2020-10-08 12:01,월봉이 너무 지독하다,268,4,0
2021-10-15 07:30,넷마블힐러비 화장품  만원치 구매,485,4,3
2021-08-31 11:55,음,119,1,0
2020-11-04 21:29,코웨이  분기 영업익     억  코로나   ,322,3,2
2022-01-12 10:49,윤석열  오늘  게임 산업  공약 발표    ,290,2,0
2021-05-02 19:37,기업에투자,179,3,0
2020-07-07 14:13,종가   만원,166,1,0
2020-09-26 09:02,월욜부터 쩜상가는 차트네,700,10,4
2020-06-10 13:46,종가최저가 내일 갭하락       ,141,1,0
2020-07-06 13:23,마구마구 우습게 보지마 카드 거래가능하데,143,0,0
2020-09-16 15:06,신한이 그렇게 던지는데도,492,10,0
2022-06-20 10:03,대기업  넷마블,167,3,0
2020-08-31 10:14,아직도  대차잔고    만주네  ,258,2,0
2020-09-04 16:15,  개잡주전문가입니다   아마도 오늘부터   ,218,0,0
2020-10-05 14:34,이렇게 좋은장에                 ,314,4,1
2020-09-10 09:33,이해안가는게있어,211,0,0
2020-11-09 09:55,  밑에서 사기 힘들어진다 이제,188,3,0
2021-10-06 14:51,오   단타치기 좋은 종목 발견,209,0,2
2020-09-14 12:52,또이금액에 가두리치네,184,2,1
2020-06-05 16:33,자전방아를  돌려라,277,1,0
2020-11-18 14:47,튜토리얼 가이드 보상 받았습니다  세나    ,404,1,2
2022-07-01 11:32,윤석열  이놈이 나라경제른 말아먹는다 ,165,11,2
2020-11-23 12:04,약속의,144,1,0
2022-01-27 10:14,신작이   개다 되네   ,282,2,0
2022-05-13 08:51,다털고 다시 시작하자,102,0,0
2021-07-07 20:12,박스권      ,150,0,0
2021-08-31 09:55,뭐여 버스운전기사 떴어 ,102,0,0
2020-10-06 08:46, 일 연속 음봉이니 오늘은 오를꺼다,344,4,3
2020-10-19 14:48,  만  가는건 정해진거 아님 ,134,1,0
2021-06-16 11:20,주식 격언  파도에 맞서지 마라   ,212,1,0
2021-06-21 11:57,줍줍 타임,253,0,0
2021-11-11 13:05,엔씨 상한가  너는 ,302,7,0
2022-06-15 15:35,하이브,219,2,1
2021-06-15 02:51,일본 앱스  등  ,512,0,4
2021-06-11 09:15,보이루했다고 영정        ,132,1,1
2021-02-01 13:40,마블스탑  ,260,2,0
2021-01-05 16:12,넷마블 주주 방   카카오톡주소,162,0,0
2022-01-18 21:21,넷마블   인칭 슈팅 게임 오버프라임 비   ,236,0,1
2021-08-03 13:19,국가가 허락한 아편,117,1,0
2021-08-03 09:51,개미털고 다시올라갑니데이    ,168,3,3
2020-11-16 12:02,무슨일 있나 매수세가 꾸준하네,229,0,0
2021-07-09 16:14,마   붕어 대구리 안티들아 퇴근해라  ,304,4,2
2020-11-12 23:34,손절하신분들 이유가 머인지 ,198,10,2
2022-04-13 09:17,오늘도 아침에 들렀다 갑니다 ,171,2,2
2022-02-04 11:32,사짜들 너무 많다  ,175,2,0
2020-12-10 09:33,솔직히 이건   만원 까지는 가야지      ,310,2,1
2020-10-15 09:24,   ,65,0,0
2021-07-20 15:27,주식   년차다,771,4,6
2021-06-12 12:26,계속 말합니다  공매도가 가격으로 겁박해   ,252,8,1
2022-05-06 15:28,계속 빠져봐라,152,2,0
2022-05-13 12:11,형들,98,1,1
2020-10-23 14:18,회사 관계자들,144,1,0
2020-12-22 09:27,개인들끼리 거래,110,0,0
2021-06-11 16:28,답글  삭제된 게시물의 답글 기관하고 공매 평   ,114,0,0
2021-02-04 09:35,뭐냐    갑자기 개미들이 대량매수하네    ,225,0,0
2021-04-13 09:13,종필이형,87,0,0
2020-09-14 10:30,   원     원만 반등주니 스물스물,287,0,1
