날짜,댓글,조회수,좋아요,싫어요
2020-07-06 11:47,여긴 빨간불이여도,1087,6,0
2021-04-29 23:23,기아 분기영업이익       늘어났다     ,514,2,0
2021-02-26 15:14,오늘 배아파서,245,0,0
2021-02-08 02:26,안티들은 주식도 없으면서,155,0,0
2022-05-27 09:32,모 끼 이거 지나가면 주식 박살난다,1000,0,1
2021-11-05 15:19,코스피 빠질때 억지로 버틴 기아,938,3,12
2021-01-20 16:47,갭 뜨면 왜 파는줄 아냐 ,289,3,0
2021-01-20 11:21,느낌이 급등할고같가,211,1,0
2021-03-18 06:22,답글  삭제된 게시물의 답글 남에 회사와서,395,0,0
2021-01-04 16:18,현차 실적 대비 이정도면 선방 아닌가,1627,0,8
2021-03-31 14:04,전기차 몇만대,664,0,1
2021-02-03 16:15,기아차 동학개미 운동 시작,296,1,1
2020-10-11 14:11,현대불나서,1253,8,6
2021-02-03 10:47,정답은,265,0,0
2021-02-07 22:59,안티들저리가라,171,3,1
2020-11-09 10:16,기아차,901,3,0
2021-12-06 10:34,  일선,1215,0,0
2021-11-26 09:30, 만 깨질듯       원     주 주   ,1261,3,2
2020-06-24 14:35,     원 오고있냐  ,824,3,0
2021-02-08 11:55,기아도 끝이네  ,139,0,0
