날짜,댓글,조회수,좋아요,싫어요
2021-12-13 13:52,챠트 기미상궁,668,1,1
2021-05-03 08:49,외인 온다고 했자나,349,0,1
2020-07-15 14:12,털렷노 ,429,1,0
2022-01-19 13:12,어서어서 가자뀌나,434,3,1
2021-12-09 12:14,정치글 올리지 마세욧 ,524,8,2
2021-04-15 14:10,카카오처럼 한  조 사버리라,431,3,0
2021-03-23 15:34,개미들 힘 많이 빠졌네   만주 받는데    ,488,1,0
2020-09-14 09:45,아 개잡주 사서,771,3,5
2020-12-17 14:34,담주   만원 넘을것으로 보임,731,7,4
2021-01-16 19:14,참나,576,28,3
2021-01-29 01:31,답글 배당은 지금 팔아도 주는거고 배당금      ,487,0,1
2022-02-15 14:13,     금일 종가예상     ,330,2,3
2020-12-23 13:15,평단      원   만주 신용매수,323,0,0
2021-04-09 08:54,느낌이오늘   만갈듯한데,600,4,4
2021-04-13 10:41,이게 올라갈 거였음 지금 빌빌 거리겄냐 ,569,5,0
2021-04-30 16:24,쓰레기전자,493,17,0
2021-07-27 10:06,개미들 안꼬이니 또 떡밥 던지네,515,2,0
2021-11-19 17:37,자율주행차 안심하고 탈수 있나 내가 운전   ,450,1,2
2020-08-09 22:43,외인 비중 코로나 이전으로 아직도 안왔다,1069,4,1
